,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
5369,Pinks,0.671125622412,0.5614085007,0.577364542461,0.520922660679,0,0,0,0,0,1,0,0,1.0,1.0
5370,Oranges,0.609366688886,0.637309927951,0.665468406426,0.544528591683,1,0,0,0,0,0,0,0,1.0,0.0
5371,Reds,0.638256341764,0.642328099145,0.651256072558,0.537195350509,0,0,0,0,0,0,0,1,1.0,0.0
5372,Greens,0.686944550991,0.688266384627,0.686363559091,0.560654225441,0,0,0,1,0,0,0,0,1.0,1.0
5373,Yellows,0.602283796838,0.636077614262,0.635548206722,0.532261019323,0,1,0,0,0,0,0,0,1.0,0.0
5374,Pinks,0.688144108578,0.63568719542,0.678528942253,0.595517384493,0,0,0,0,0,1,0,0,1.0,1.0
5375,Yellows,0.634877974418,0.635633008959,0.648972606697,0.580010370628,0,0,0,0,1,0,0,0,1.0,0.0
5376,Reds,0.605229935394,0.651901254083,0.675845250637,0.548201853676,1,0,0,0,0,0,0,0,1.0,0.0
5377,Blues,0.634995204894,0.649789963104,0.648577165915,0.564616013276,1,0,0,0,0,0,0,0,1.0,0.0
5378,Yellows,0.59969978833,0.645248546076,0.644807955153,0.538000270235,0,0,0,0,0,0,0,1,1.0,0.0
5379,Oranges,0.61299260697,0.63435340274,0.660466914735,0.586527708533,0,0,0,0,0,0,0,1,1.0,0.0
5380,Browns,0.438373039991,0.576801986429,0.642356938647,0.628978641582,0,1,0,0,0,0,0,0,0.0,0.0
5381,Browns,0.633153698339,0.639163677526,0.543502053588,0.633664943078,0,1,0,0,0,0,0,0,0.0,0.0
5382,Whites,0.670852829594,0.681560757444,0.687303570631,0.601532118347,0,0,0,0,0,1,0,0,1.0,1.0
5383,Blues,0.610429632498,0.63832208097,0.640070199044,0.576847092769,1,0,0,0,0,0,0,0,1.0,0.0
5384,Greys,0.644549416308,0.641424497097,0.649186102554,0.499298850931,0,1,0,0,0,0,0,0,1.0,0.0
5385,Greens,0.678888795538,0.618788396044,0.490859267435,0.510787320566,0,0,0,1,0,0,0,0,1.0,1.0
5386,Greens,0.671581414765,0.685553318139,0.651792028606,0.532338209348,0,0,0,1,0,0,0,0,1.0,1.0
5387,Greys,0.642688805053,0.639758398131,0.648399582222,0.509433246906,0,1,0,0,0,0,0,0,1.0,0.0
5388,Yellows,0.625168471717,0.641979692361,0.673073547814,0.524055094285,0,0,0,0,1,0,0,0,1.0,0.0
5389,Yellows,0.596620802521,0.628938714041,0.638458554743,0.51306820583,1,0,0,0,0,0,0,0,1.0,0.0
5390,Greens,0.596609765557,0.62651315843,0.584236659685,0.522463849911,0,0,0,1,0,0,0,0,1.0,1.0
5391,Pinks,0.675439624577,0.512928095369,0.594790958063,0.514881878817,0,0,0,0,0,0,1,0,1.0,1.0
5392,Yellows,0.622138140496,0.635261578227,0.673972185874,0.593656708256,0,0,0,0,0,0,0,1,1.0,0.0
5393,Reds,0.642553837792,0.653363533882,0.657679586659,0.514817566195,0,0,0,0,1,0,0,0,1.0,0.0
5394,Whites,0.635342304166,0.665672351269,0.646610845789,0.575783178425,0,0,0,0,0,1,0,0,1.0,1.0
5395,Oranges,0.608225097753,0.636453642565,0.661124857675,0.505960641084,1,0,0,0,0,0,0,0,1.0,0.0
5396,Yellows,0.598141956874,0.638463888203,0.64376509807,0.545546384612,0,1,0,0,0,0,0,0,1.0,0.0
5397,Blues,0.635483312705,0.645534789145,0.645611859444,0.548456749584,0,0,0,0,1,0,0,0,1.0,0.0
5398,Blues,0.609001970897,0.638440726975,0.641171502313,0.5963802545,0,0,1,0,0,0,0,0,1.0,0.0
5399,Greens,0.678450278849,0.627307051294,0.500648505242,0.56626851296,0,0,0,1,0,0,0,0,1.0,1.0
5400,Greens,0.665999430687,0.685881065838,0.609298154211,0.524097860434,0,0,0,1,0,0,0,0,1.0,1.0
5401,Greens,0.680280553624,0.674144876499,0.635353671719,0.538313142853,0,0,0,1,0,0,0,0,1.0,1.0
5402,Whites,0.681752565815,0.68748346828,0.682268875518,0.520885711778,0,0,0,0,0,1,0,0,1.0,1.0
5403,Oranges,0.599423705197,0.635183208094,0.661638695992,0.542488579031,0,0,0,0,1,0,0,0,1.0,0.0
5404,Yellows,0.588414225741,0.641665317719,0.637079661467,0.537768293688,0,1,0,0,0,0,0,0,1.0,0.0
5405,Blues,0.598925678801,0.63484584908,0.641656584429,0.570418587748,0,0,0,0,1,0,0,0,1.0,0.0
5406,Reds,0.640314338809,0.650201713384,0.65448860112,0.565428873113,1,0,0,0,0,0,0,0,1.0,0.0
5407,Pinks,0.655458155492,0.613124957826,0.628771423838,0.512671225494,0,0,0,0,0,1,0,0,1.0,1.0
5408,Reds,0.634218439355,0.647276779382,0.651686580774,0.567044591045,0,0,1,0,0,0,0,0,1.0,0.0
5409,Greens,0.680543184682,0.672647910177,0.661974390535,0.570062017868,0,0,0,1,0,0,0,0,1.0,1.0
5410,Blues,0.640546577443,0.649487624773,0.651051007813,0.59244294511,1,0,0,0,0,0,0,0,1.0,0.0
5411,Pinks,0.580050525908,0.480918756683,0.645458535849,0.521949991921,0,0,0,0,0,1,0,0,1.0,1.0
5412,Yellows,0.584468505266,0.620293578189,0.63946401119,0.607318889369,0,0,0,0,0,0,0,1,1.0,0.0
5413,Browns,0.652079026592,0.648053765504,0.64955326482,0.62184419598,1,0,0,0,0,0,0,0,0.0,0.0
5414,Reds,0.633075953891,0.646870783553,0.648779825484,0.526336131103,0,0,0,0,1,0,0,0,1.0,0.0
5415,Yellows,0.59911497113,0.63884673497,0.639910970076,0.562357692956,1,0,0,0,0,0,0,0,1.0,0.0
5416,Pinks,0.64989639497,0.566966253449,0.655136504298,0.554366757384,0,0,0,0,0,1,0,0,1.0,1.0
5417,Blues,0.599993369408,0.636917362682,0.634391146733,0.603530717759,0,0,0,0,0,0,0,1,1.0,0.0
5418,Greys,0.615900646326,0.641285078121,0.66168122232,0.594489376557,0,0,0,0,1,0,0,0,1.0,0.0
5419,Blues,0.60491716168,0.631776134853,0.637781610689,0.581522914917,0,0,1,0,0,0,0,0,1.0,0.0
5420,Yellows,0.583436310012,0.632134943124,0.628708480401,0.544189886755,0,0,1,0,0,0,0,0,1.0,0.0
5421,Greens,0.675447414743,0.689693932459,0.673296337412,0.544998538415,0,0,0,1,0,0,0,0,1.0,1.0
5422,Blues,0.599262492163,0.633083817818,0.637259700887,0.560470893699,0,0,0,0,0,0,0,1,1.0,0.0
5423,Yellows,0.613949700997,0.647285218852,0.640060319341,0.590144910407,0,1,0,0,0,0,0,0,1.0,0.0
5424,Reds,0.642034930926,0.643185717748,0.651970705667,0.576003603262,0,0,1,0,0,0,0,0,1.0,0.0
5425,Yellows,0.602790935702,0.643196594994,0.647705882436,0.577975173137,0,0,0,0,1,0,0,0,1.0,0.0
5426,Whites,0.683801727796,0.690717342872,0.683840136691,0.588803869688,0,0,0,0,0,1,0,0,1.0,1.0
5427,Whites,0.644561919631,0.663451923757,0.688722469672,0.547778053576,0,0,0,0,0,1,0,0,1.0,1.0
5428,Oranges,0.60521308601,0.634925305398,0.663635430723,0.526091979032,0,0,0,0,1,0,0,0,1.0,0.0
5429,Reds,0.64353064632,0.652836700074,0.654279000197,0.599625334864,0,0,1,0,0,0,0,0,1.0,0.0
5430,Whites,0.494593694572,0.672480042463,0.647688644859,0.607954948618,0,0,0,0,0,1,0,0,1.0,1.0
5431,Reds,0.605137229523,0.653130973955,0.669142514071,0.572470842323,1,0,0,0,0,0,0,0,1.0,0.0
5432,Blues,0.6039435427,0.633827469701,0.637585426778,0.605801183566,0,0,0,0,0,0,0,1,1.0,0.0
5433,Greens,0.6908085501,0.689885675541,0.68951482911,0.563488706595,0,0,0,0,0,0,1,0,1.0,1.0
5434,Yellows,0.600215326749,0.643694904911,0.648829755991,0.542668034323,0,0,0,0,1,0,0,0,1.0,0.0
5435,Browns,0.666312188939,0.598958562942,0.640605273967,0.649521549172,0,0,0,0,0,0,0,1,0.0,0.0
5436,Blues,0.602804331907,0.634326195402,0.642591415754,0.551420248723,1,0,0,0,0,0,0,0,1.0,0.0
5437,Blues,0.596423031241,0.638107001478,0.639527727642,0.558269283089,1,0,0,0,0,0,0,0,1.0,0.0
5438,Pinks,0.689414469415,0.687104644895,0.68801294599,0.601528749196,0,0,0,0,0,1,0,0,1.0,1.0
5439,Blues,0.634647958115,0.6426133164,0.645614324214,0.554673791143,0,0,1,0,0,0,0,0,1.0,0.0
5440,Yellows,0.619225971061,0.649686941821,0.670894942672,0.582276186968,0,0,0,0,1,0,0,0,1.0,0.0
5441,Yellows,0.584979479499,0.630168106141,0.634888268732,0.587094442451,1,0,0,0,0,0,0,0,1.0,0.0
5442,Yellows,0.632085467655,0.651570637748,0.681867509841,0.575733393314,1,0,0,0,0,0,0,0,1.0,0.0
5443,Blues,0.604909736481,0.6369466799,0.642767152413,0.497581836367,0,1,0,0,0,0,0,0,1.0,0.0
5444,Blues,0.607539228981,0.634794424681,0.642122639008,0.513707802262,0,1,0,0,0,0,0,0,1.0,0.0
5445,Greens,0.653724391531,0.646150933106,0.573564504593,0.541215041592,0,0,0,1,0,0,0,0,1.0,1.0
5446,Whites,0.667583572529,0.676490858206,0.683199739379,0.548206218269,0,0,0,0,0,1,0,0,1.0,1.0
5447,Oranges,0.606045707194,0.63878529263,0.666232811768,0.581744185381,0,1,0,0,0,0,0,0,1.0,0.0
5448,Blues,0.642947434578,0.648340032647,0.652595003132,0.556601375415,0,0,1,0,0,0,0,0,1.0,0.0
5449,Whites,0.558965623891,0.679553059419,0.564942184451,0.575996512793,0,0,0,1,0,0,0,0,1.0,1.0
5450,Yellows,0.590937161514,0.634233855383,0.636888116222,0.533895216011,0,0,1,0,0,0,0,0,1.0,0.0
5451,Pinks,0.558232785863,0.397639360976,0.673241691942,0.51518259516,0,0,0,0,0,1,0,0,1.0,1.0
5452,Blues,0.5955321043,0.63270680234,0.632115229448,0.560484238498,1,0,0,0,0,0,0,0,1.0,0.0
5453,Blues,0.609694735827,0.641250858964,0.639966628716,0.559578573127,0,0,1,0,0,0,0,0,1.0,0.0
5454,Greens,0.685585587033,0.683298960426,0.619746493692,0.514547582705,0,0,0,0,0,0,1,0,1.0,1.0
5455,Blues,0.60617241882,0.636045674992,0.636542325819,0.548255130943,0,1,0,0,0,0,0,0,1.0,0.0
5456,Whites,0.568762374752,0.661483658137,0.620867844214,0.609317509324,0,0,0,1,0,0,0,0,1.0,1.0
5457,Reds,0.584160116114,0.651990255611,0.67115615673,0.514448750842,0,0,0,0,1,0,0,0,1.0,0.0
5458,Blues,0.598001791395,0.633065336596,0.634802870421,0.534404876979,0,0,0,0,1,0,0,0,1.0,0.0
5459,Blues,0.607366232297,0.636963594296,0.640066404209,0.505519407328,0,1,0,0,0,0,0,0,1.0,0.0
5460,Blues,0.609305362905,0.639400037053,0.64256783482,0.523052768083,1,0,0,0,0,0,0,0,1.0,0.0
5461,Blues,0.60652713646,0.637919881446,0.642696017444,0.566617985753,0,1,0,0,0,0,0,0,1.0,0.0
5462,Blues,0.611155151238,0.641724238761,0.644124802185,0.545717254485,0,0,0,0,1,0,0,0,1.0,0.0
5463,Greys,0.64710589395,0.636024657509,0.646802213796,0.567801805962,0,1,0,0,0,0,0,0,1.0,0.0
5464,Yellows,0.629082507706,0.632286561706,0.66605743794,0.50683715939,0,0,0,0,0,0,0,1,1.0,0.0
5465,Greens,0.66986084265,0.67833968567,0.665853580369,0.507990145352,0,0,0,0,0,0,1,0,1.0,1.0
5466,Reds,0.642392898949,0.646357044512,0.656259968966,0.550320126951,0,0,0,0,0,0,0,1,1.0,0.0
5467,Yellows,0.598465204656,0.634780074322,0.63742391038,0.531619822699,0,0,1,0,0,0,0,0,1.0,0.0
5468,Whites,0.685907160672,0.686625437784,0.69041779163,0.540003299907,0,0,0,0,0,1,0,0,1.0,1.0
5469,Yellows,0.599949072656,0.632337185719,0.648899419021,0.500362163325,0,0,0,0,0,0,0,1,1.0,0.0
5470,Blues,0.59695305131,0.635560521899,0.631954250218,0.580733215847,0,0,0,0,1,0,0,0,1.0,0.0
5471,Oranges,0.602189328108,0.639136986995,0.658241766421,0.568343857231,0,0,0,0,0,0,0,1,1.0,0.0
5472,Yellows,0.6123056559,0.634095394021,0.666508022183,0.597950530519,0,1,0,0,0,0,0,0,1.0,0.0
5473,Greys,0.619090592142,0.643728679993,0.658117216237,0.513283734659,0,1,0,0,0,0,0,0,1.0,0.0
5474,Pinks,0.565866192077,0.545458228635,0.681104423295,0.592568435114,0,0,0,0,0,1,0,0,1.0,1.0
5475,Yellows,0.590614168286,0.644747946032,0.644789127183,0.574005770335,0,0,0,0,1,0,0,0,1.0,0.0
5476,Whites,0.614431160873,0.678495974502,0.659000807717,0.527123740199,0,0,0,0,0,1,0,0,1.0,1.0
5477,Yellows,0.601184779669,0.635332516043,0.642719254045,0.537589542131,0,1,0,0,0,0,0,0,1.0,0.0
5478,Yellows,0.600873825377,0.639922418649,0.645350213937,0.569647440359,0,1,0,0,0,0,0,0,1.0,0.0
5479,Greens,0.658620879741,0.68362683615,0.559485357161,0.528946229434,0,0,0,1,0,0,0,0,1.0,1.0
5480,Reds,0.576528079713,0.65410410868,0.672546671656,0.560398808321,0,0,1,0,0,0,0,0,1.0,0.0
5481,Greys,0.610789805482,0.638551624456,0.65748772336,0.551041214212,0,1,0,0,0,0,0,0,1.0,0.0
5482,Blues,0.599534766427,0.636164616341,0.640577870863,0.545939769094,0,1,0,0,0,0,0,0,1.0,0.0
5483,Oranges,0.595680500444,0.637729656041,0.666860745883,0.52575961178,0,1,0,0,0,0,0,0,1.0,0.0
5484,Blues,0.60359560204,0.640251625486,0.643242952404,0.523763253482,1,0,0,0,0,0,0,0,1.0,0.0
5485,Whites,0.567121933176,0.596356715079,0.641800003665,0.499858158854,0,0,0,0,0,1,0,0,1.0,1.0
5486,Greys,0.612094791231,0.643401847057,0.662422616092,0.589217213592,0,0,0,0,1,0,0,0,1.0,0.0
5487,Whites,0.672581455462,0.68466171788,0.67691140195,0.522502267341,0,0,0,0,0,1,0,0,1.0,1.0
5488,Yellows,0.618545443554,0.632885631426,0.664354735995,0.545576301335,0,0,0,0,0,0,0,1,1.0,0.0
5489,Reds,0.60095902788,0.659963101511,0.676054419731,0.500292613288,0,0,0,0,0,0,0,1,1.0,0.0
5490,Pinks,0.686425763991,0.681517744799,0.685713928994,0.539653942992,0,0,0,0,0,1,0,0,1.0,1.0
5491,Yellows,0.599555112357,0.643377514246,0.644092241267,0.588450899918,0,0,0,0,0,0,0,1,1.0,0.0
5492,Yellows,0.628044237159,0.645971438153,0.666337027381,0.565479753352,0,0,0,0,0,0,0,1,1.0,0.0
5493,Blues,0.610540898881,0.636114049834,0.640148970468,0.541407472303,0,0,1,0,0,0,0,0,1.0,0.0
5494,Reds,0.586899381186,0.658735044821,0.675346531857,0.519465571266,0,0,1,0,0,0,0,0,1.0,0.0
5495,Reds,0.641814630672,0.651822743974,0.650270661634,0.561417478766,0,0,1,0,0,0,0,0,1.0,0.0
5496,Whites,0.563932013719,0.620083430725,0.657869322353,0.588652706116,0,0,0,0,0,1,0,0,1.0,1.0
5497,Browns,0.662866657911,0.49305846642,0.586305971627,0.641946451542,0,0,0,0,0,0,0,1,0.0,0.0
5498,Yellows,0.615814505977,0.633486388156,0.661124309086,0.589133855769,0,0,0,0,0,0,0,1,1.0,0.0
5499,Yellows,0.605613653277,0.64527526207,0.646450193327,0.534009335623,0,0,0,0,1,0,0,0,1.0,0.0
5500,Greys,0.610753285909,0.63682337493,0.659336397809,0.609527143417,0,1,0,0,0,0,0,0,1.0,0.0
5501,Oranges,0.6726841448,0.674359078913,0.656081143315,0.494447853231,0,0,1,0,0,0,0,0,1.0,0.0
5502,Yellows,0.601701452921,0.643829919341,0.648868235553,0.55319239855,0,0,0,0,1,0,0,0,1.0,0.0
5503,Reds,0.585480509696,0.652261395684,0.673128342397,0.513044642015,0,0,0,0,1,0,0,0,1.0,0.0
5504,Blues,0.607602025295,0.63830111424,0.641015296132,0.568605791713,0,0,0,0,0,0,0,1,1.0,0.0
5505,Reds,0.644856135006,0.655049822659,0.661422523407,0.589986285506,0,0,1,0,0,0,0,0,1.0,0.0
5506,Whites,0.656178695298,0.664787303027,0.6681095157,0.543337747484,0,0,0,0,0,1,0,0,1.0,1.0
5507,Reds,0.587625407754,0.654393542907,0.676270086302,0.534467665877,1,0,0,0,0,0,0,0,1.0,0.0
5508,Blues,0.646979839435,0.652908630233,0.654900330141,0.60428482436,1,0,0,0,0,0,0,0,1.0,0.0
5509,Reds,0.643657831662,0.650692171016,0.651049838629,0.597487301003,0,0,1,0,0,0,0,0,1.0,0.0
5510,Pinks,0.607496238255,0.387737981807,0.543739218699,0.598953869396,0,0,0,0,0,0,1,0,1.0,1.0
5511,Yellows,0.629421106283,0.648788945756,0.670301264624,0.612702900562,0,0,0,0,1,0,0,0,1.0,0.0
5512,Greys,0.648590295613,0.641972895073,0.651625388708,0.526302152557,0,1,0,0,0,0,0,0,1.0,0.0
5513,Yellows,0.622106178555,0.636395126664,0.677639974785,0.600632544577,0,0,0,0,1,0,0,0,1.0,0.0
5514,Oranges,0.614569697495,0.639152226495,0.668230532042,0.52283255193,1,0,0,0,0,0,0,0,1.0,0.0
5515,Yellows,0.638893456846,0.644111028664,0.675811438591,0.542958052026,0,0,0,0,0,0,0,1,1.0,0.0
5516,Blues,0.602820141253,0.638350043884,0.639851331056,0.500945899391,1,0,0,0,0,0,0,0,1.0,0.0
5517,Yellows,0.623714843452,0.626793807562,0.6746284391,0.607903091442,0,0,1,0,0,0,0,0,1.0,0.0
5518,Yellows,0.586527035077,0.641033965305,0.631586969397,0.534778225853,0,1,0,0,0,0,0,0,1.0,0.0
5519,Blues,0.641443323603,0.646580316112,0.653809462398,0.52469719292,0,0,1,0,0,0,0,0,1.0,0.0
5520,Yellows,0.611124343871,0.634989572457,0.640261522483,0.551663349418,0,1,0,0,0,0,0,0,1.0,0.0
5521,Purples,0.586346618959,0.626427110245,0.673158899736,0.62655354235,0,0,0,0,1,0,0,0,0.0,1.0
5522,Whites,0.65026431329,0.659453995277,0.659125515218,0.538899102448,0,0,0,0,0,1,0,0,1.0,1.0
5523,Greys,0.604024527206,0.636881255673,0.654329332781,0.597138954658,1,0,0,0,0,0,0,0,1.0,0.0
5524,Greys,0.645454170693,0.637867775946,0.646899243693,0.526461599743,0,0,0,0,1,0,0,0,1.0,0.0
5525,Reds,0.638345448577,0.650167704744,0.651896490229,0.574406088158,0,0,0,0,0,0,0,1,1.0,0.0
5526,Greens,0.681565104211,0.675816986627,0.674553124482,0.551732355906,0,0,0,0,0,0,1,0,1.0,1.0
5527,Oranges,0.610289368899,0.6412848703,0.660727785537,0.597395878132,1,0,0,0,0,0,0,0,1.0,0.0
5528,Browns,0.569458272911,0.661514135105,0.671984462507,0.652232296129,0,0,0,0,1,0,0,0,0.0,0.0
5529,Blues,0.608789220332,0.635710180206,0.638179747066,0.573462570796,1,0,0,0,0,0,0,0,1.0,0.0
5530,Yellows,0.588366203479,0.637751120998,0.641924298286,0.568326929661,0,0,1,0,0,0,0,0,1.0,0.0
5531,Reds,0.6443647788,0.651554794609,0.654550709674,0.517000775729,0,0,0,0,1,0,0,0,1.0,0.0
5532,Yellows,0.601637639382,0.638925646638,0.6332701219,0.556952838165,0,1,0,0,0,0,0,0,1.0,0.0
5533,Whites,0.644223107251,0.648607029551,0.674580692379,0.550106329145,0,0,0,1,0,0,0,0,1.0,1.0
5534,Reds,0.594554153689,0.660187365674,0.674611646382,0.595799107082,0,0,0,0,0,0,0,1,1.0,0.0
5535,Blues,0.592134991127,0.628940013791,0.632647659877,0.533547639374,0,0,1,0,0,0,0,0,1.0,0.0
5536,Yellows,0.63189463126,0.639962304638,0.670128725518,0.53740285205,0,0,0,0,0,0,0,1,1.0,0.0
5537,Reds,0.636633735463,0.646108556248,0.648673692749,0.597683404192,0,0,0,0,0,0,0,1,1.0,0.0
5538,Oranges,0.610305370422,0.637133059245,0.662354462682,0.566241168188,0,0,0,0,0,0,0,1,1.0,0.0
5539,Yellows,0.608781584437,0.643979036488,0.648235455447,0.5850132882,0,1,0,0,0,0,0,0,1.0,0.0
5540,Greens,0.68548105329,0.688002086245,0.67569382129,0.514672018343,0,0,0,0,0,0,1,0,1.0,1.0
5541,Browns,0.642271647837,0.396934397985,0.64548995181,0.637239827727,0,0,0,0,1,0,0,0,0.0,0.0
5542,Blues,0.59817877912,0.631903559012,0.628170650044,0.506861930121,0,0,1,0,0,0,0,0,1.0,0.0
5543,Reds,0.597762428594,0.648208317295,0.671578433526,0.548990276321,0,0,1,0,0,0,0,0,1.0,0.0
5544,Yellows,0.604830786858,0.644420383346,0.642421303663,0.548441618756,0,0,1,0,0,0,0,0,1.0,0.0
5545,Blues,0.598533970492,0.632750848615,0.636262292125,0.572153076482,0,0,0,0,0,0,0,1,1.0,0.0
5546,Yellows,0.631877640887,0.646637986727,0.667473711299,0.571966784341,0,1,0,0,0,0,0,0,1.0,0.0
5547,Blues,0.590701599414,0.63300405348,0.638581620622,0.524679520481,0,1,0,0,0,0,0,0,1.0,0.0
5548,Oranges,0.668800099153,0.673855687266,0.65795252616,0.574529868336,0,0,0,0,1,0,0,0,1.0,0.0
5549,Oranges,0.604518138591,0.638389521963,0.660557875829,0.560630496171,0,0,1,0,0,0,0,0,1.0,0.0
5550,Reds,0.582996523779,0.647821251072,0.671979557731,0.577066458489,0,0,0,0,0,0,0,1,1.0,0.0
5551,Oranges,0.610418306471,0.634873040129,0.664680314616,0.564558727858,1,0,0,0,0,0,0,0,1.0,0.0
5552,Blues,0.60399638176,0.636571950684,0.641246330733,0.571882342414,1,0,0,0,0,0,0,0,1.0,0.0
5553,Oranges,0.61492755627,0.634978213546,0.662994299696,0.564946021214,0,1,0,0,0,0,0,0,1.0,0.0
5554,Yellows,0.595506363586,0.638898479052,0.648210468824,0.500275129626,0,0,1,0,0,0,0,0,1.0,0.0
5555,Greys,0.636962344938,0.635284605005,0.640051904211,0.569777789557,1,0,0,0,0,0,0,0,1.0,0.0
5556,Browns,0.551963362617,0.635453970826,0.582312472732,0.648713444912,0,0,0,0,0,0,0,1,0.0,0.0
5557,Yellows,0.579730063824,0.631129466268,0.63313044559,0.592172923267,0,1,0,0,0,0,0,0,1.0,0.0
5558,Reds,0.608339960513,0.6601937331,0.679717307221,0.509323714354,0,1,0,0,0,0,0,0,1.0,0.0
5559,Greys,0.645642684265,0.636499269179,0.648402348016,0.509915482869,0,0,0,0,0,0,0,1,1.0,0.0
5560,Greens,0.652867620499,0.636650526401,0.503206336302,0.556097931555,0,0,0,0,0,0,1,0,1.0,1.0
5561,Greens,0.682869319105,0.673734387141,0.646478057041,0.541762770172,0,0,0,0,0,0,1,0,1.0,1.0
5562,Blues,0.606015540263,0.633876022539,0.636430630713,0.540108583354,0,0,1,0,0,0,0,0,1.0,0.0
5563,Blues,0.640636443665,0.648218202776,0.644781397369,0.507708254845,0,0,1,0,0,0,0,0,1.0,0.0
5564,Greys,0.614230364549,0.638834488202,0.660063534395,0.534353227208,0,0,0,0,1,0,0,0,1.0,0.0
5565,Reds,0.601766594716,0.658034952829,0.679384639536,0.609904570408,1,0,0,0,0,0,0,0,1.0,0.0
5566,Yellows,0.603282571688,0.652792853923,0.649773035942,0.569484401413,1,0,0,0,0,0,0,0,1.0,0.0
5567,Greys,0.609493212368,0.639003333859,0.659680004599,0.57610825607,0,1,0,0,0,0,0,0,1.0,0.0
5568,Blues,0.630028684392,0.638814225357,0.646407242282,0.546753448011,1,0,0,0,0,0,0,0,1.0,0.0
5569,Greens,0.685868353822,0.583400225655,0.520861480367,0.509211982839,0,0,0,1,0,0,0,0,1.0,1.0
5570,Blues,0.644366865166,0.650832992344,0.651993360888,0.516717783796,0,0,1,0,0,0,0,0,1.0,0.0
5571,Reds,0.638645124402,0.650672047904,0.66001929433,0.594792679208,0,1,0,0,0,0,0,0,1.0,0.0
5572,Reds,0.597790282208,0.657210862938,0.673676752718,0.527326509273,0,1,0,0,0,0,0,0,1.0,0.0
5573,Blues,0.628025179212,0.63902939678,0.64469591961,0.516751826789,0,0,0,0,0,0,0,1,1.0,0.0
5574,Greens,0.675996744089,0.614638456909,0.52320997039,0.578695810015,0,0,0,0,0,0,1,0,1.0,1.0
5575,Yellows,0.616539287537,0.635515578606,0.662594880167,0.542478637557,0,1,0,0,0,0,0,0,1.0,0.0
5576,Greys,0.644234285665,0.638298114875,0.647921923142,0.536282217324,0,1,0,0,0,0,0,0,1.0,0.0
5577,Reds,0.63855580272,0.652505365206,0.657700459116,0.54112756339,0,0,1,0,0,0,0,0,1.0,0.0
5578,Yellows,0.602816097545,0.63923066419,0.639053384526,0.525808781298,0,0,0,0,0,0,0,1,1.0,0.0
5579,Greys,0.643845763505,0.636844782008,0.649095509044,0.530767157218,0,0,1,0,0,0,0,0,1.0,0.0
5580,Reds,0.644896312057,0.649081496039,0.65821797414,0.523517297624,0,0,1,0,0,0,0,0,1.0,0.0
5581,Oranges,0.663629739592,0.672687394338,0.653622041181,0.557682934749,0,0,1,0,0,0,0,0,1.0,0.0
5582,Greens,0.637446866359,0.68406073821,0.355384616066,0.563573269718,0,0,0,0,0,0,1,0,1.0,1.0
5583,Reds,0.639461365378,0.647264442796,0.658536369409,0.583271184672,0,0,0,0,1,0,0,0,1.0,0.0
5584,Yellows,0.602897063638,0.64076082049,0.647062148797,0.523979156314,0,0,0,0,1,0,0,0,1.0,0.0
5585,Oranges,0.665891240727,0.676022931313,0.651432056259,0.535106687991,0,1,0,0,0,0,0,0,1.0,0.0
5586,Whites,0.614269456248,0.648584383414,0.666368132454,0.513484214925,0,0,0,1,0,0,0,0,1.0,1.0
5587,Greens,0.676839699799,0.62879963635,0.617148744887,0.607721832162,0,0,0,1,0,0,0,0,1.0,1.0
5588,Greens,0.682050498963,0.676443057995,0.653568393525,0.570924441027,0,0,0,0,0,0,1,0,1.0,1.0
5589,Yellows,0.599533668033,0.636756865571,0.641920719399,0.549258152843,1,0,0,0,0,0,0,0,1.0,0.0
5590,Yellows,0.608382941006,0.649011830446,0.668413166143,0.532622546758,0,1,0,0,0,0,0,0,1.0,0.0
5591,Oranges,0.612948816706,0.634811160632,0.661661657211,0.614813238934,0,1,0,0,0,0,0,0,1.0,0.0
5592,Blues,0.595559187117,0.633607235712,0.634752144564,0.517395286907,0,1,0,0,0,0,0,0,1.0,0.0
5593,Reds,0.607464547628,0.660837077856,0.678507069058,0.537279660875,1,0,0,0,0,0,0,0,1.0,0.0
5594,Blues,0.605587414954,0.638242083549,0.641738748339,0.526333482169,0,0,0,0,0,0,0,1,1.0,0.0
5595,Greys,0.612600756275,0.641245634851,0.664813934457,0.533022015204,0,0,1,0,0,0,0,0,1.0,0.0
5596,Reds,0.640556367113,0.648897310313,0.654025978062,0.586036865385,0,1,0,0,0,0,0,0,1.0,0.0
5597,Oranges,0.605233767079,0.630780817203,0.663620002951,0.546830384823,1,0,0,0,0,0,0,0,1.0,0.0
5598,Whites,0.663517266634,0.670686649688,0.673850318146,0.52448867772,0,0,0,1,0,0,0,0,1.0,1.0
5599,Reds,0.641055843483,0.649149733146,0.654963333678,0.533935325543,0,0,0,0,0,0,0,1,1.0,0.0
5600,Blues,0.598964716531,0.635017655436,0.637482909579,0.522197234049,0,1,0,0,0,0,0,0,1.0,0.0
