,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
3502,Pinks,6.0,322.983580416,53864.3934329,Other,107.661193472,No,500.313917167,No,Male,By_16:00,0.856386700645,0.297532201279,8.50901725935,5.78090353869,2.01965692919,9.18760889908,6513.0,90.1035761926,213.869907893,5430.87898746,36634.3815027,Yes,250314.015711,14.6242917057,92470.0955425,66.5778901195,11708.5937733,50.0,Below_30,0.0,482.067619242,10.0,Public_or_other,Public_Sector,479.106620844,0.0,Yes
8907,Greens,2.0,,15483.9175746,Other,46.0219583218,No,336.446299532,Yes,Female,By_16:00,0.0265418451745,0.503913650988,6.68498937273,4.15592912352,5.23706673644,9.70147407847,4918.0,10.2503602859,803.317601062,4971.09819745,77543.5792315,Yes,113196.112469,28.3428580257,1291313.41674,33.5207770811,2174.04260609,50.0,Below_30,2.0,920.947515572,17.0,Public_or_other,Hightech,328.634089325,1.0,Yes
892,Oranges,4.0,639.729778715,176632.423151,Education,213.243259572,No,828.314214975,No,Male,By_16:00,0.362551825121,0.931242050836,3.09840325732,5.52492298884,4.88450937206,5.79617535695,4897.0,27.3346441332,861.163784421,10005.4697186,99301.0884287,Yes,686104.43873,29.3455922486,1484754.2955,13.0884750979,,100.0,Below_30,3.0,1212.8058714,5.0,Public_or_other,Hightech,709.854087845,0.0,No
7356,Blues,2.0,277.05856984,52956.5164801,Healthcare,92.3528566135,No,573.415034705,No,Male,After_16:00,0.483314707642,0.276733027771,8.77768486273,2.3947235872,1.08495119493,4.48318307288,6996.0,32.5151271652,637.512125323,7009.1745977,75761.5358997,Yes,328804.802026,25.2490024619,814079.552741,89.3133020261,8631.40298128,80.0,30-45,0.0,957.461335476,9.0,Public_or_other,Industry_or_other,652.71783843,1.0,No
7342,Yellows,8.0,521.762831228,80925.2595722,Healthcare,173.920943743,No,465.299105621,Yes,Male,By_16:00,0.945800289977,0.623872264056,2.92117447359,1.3531050086,3.32128165523,0.222002314404,8170.0,84.4871799229,501.688857329,5656.36877086,66060.4985945,Yes,216503.257691,22.3984119377,504641.992381,75.8905706229,30432.4156161,80.0,45_and_up,2.0,889.686951999,20.0,Car,Industry_or_other,783.274139682,0.0,No
5086,Yellows,1.0,620.44064075,79170.753404,Healthcare,206.813546917,No,382.81222185,Yes,Male,After_16:00,0.32003076328,0.0161246103235,8.30068406882,,5.81335720373,3.59803815605,4470.0,21.4107077569,,5008.14849521,67641.8744993,Yes,146545.197198,24.2901860502,697229.602367,64.1664507799,42988.6567352,80.0,30-45,2.0,872.184691478,12.0,Motorcycle_or_truck,Public_Sector,605.783289552,1.0,No
9233,Whites,4.0,341.326829268,56672.2360192,Foreign_Affairs,113.775609756,No,498.105315724,Yes,,By_16:00,0.0654292856343,0.810168832308,5.69188253488,9.90553982323,1.93422653712,6.85286616441,8710.0,62.0063795242,776.14301512,6533.33918748,86629.7243665,Yes,248108.905553,27.8593434079,1206002.78223,45.4956626985,13068.6649851,40.0,30-45,4.0,1097.69778408,2.0,Foot_or_bicycle,Services_or_Retail,698.717077808,0.0,Yes
6872,Blues,7.0,356.517201579,50082.0999692,Education,118.839067193,No,421.427912152,Yes,Male,By_16:00,0.700190085918,0.396651220741,3.8160243188,0.877034144942,4.35450118966,4.77668272564,8050.0,36.0843428643,589.848200932,5393.97552338,67869.0587453,Yes,177601.485141,24.2867906676,696860.920726,62.6452679513,14251.5629585,100.0,45_and_up,1.0,866.852436493,7.0,Car,Public_Sector,587.692528879,2.0,No
4955,Greens,8.0,291.372851391,56008.7807142,Foreign_Affairs,97.124283797,No,576.671235293,No,Female,By_16:00,0.0441017332487,0.946500933031,6.38323235326,5.71294657653,2.34543847851,5.96659380477,5725.0,59.1506198514,431.588684941,6629.88972281,47121.8045593,Yes,332549.713614,20.774712632,373245.617989,42.3880534712,9540.25078688,40.0,45_and_up,5.0,506.77734789,5.0,Public_or_other,Public_Sector,121.360815829,0.0,Yes
2535,Greens,10.0,413.17795917,70872.715406,Other,137.72598639,No,514.592178743,No,Male,By_16:00,0.649469909025,0.613085073419,6.89513161313,5.73677238077,3.07245754637,3.85740522295,,24.1374869132,368.353648667,5882.62908477,45746.4898956,Yes,264805.110424,19.1925414854,272220.81015,27.3857716471,19116.1733135,50.0,Below_30,1.0,546.676000882,8.0,Foot_or_bicycle,Public_Sector,327.396998415,0.0,Yes
4546,Yellows,10.0,332.09166628,44578.001724,Financial,110.697222093,No,402.702081235,Yes,Female,By_16:00,0.688574874075,0.765480924165,9.33948524529,2.91076001711,5.05541245453,5.83213561215,8516.0,10.0759235676,543.586473877,5114.1937601,64851.0063616,Yes,162168.966231,23.3149410009,592016.435292,65.0223425822,12374.5722013,60.0,30-45,3.0,845.110057883,10.0,Public_or_other,Student_or_Unemployed,631.22404654,0.0,No
6374,Reds,1.0,165.921969185,35650.3652369,Social,55.3073230617,No,644.586706849,No,Female,By_16:00,0.319085778203,0.24428889621,8.22197144153,1.58880909672,8.66560203955,6.08535310952,7835.0,79.2908783536,667.265163351,7780.39739519,81115.5095348,Yes,415492.022646,25.8314762132,891869.588475,81.2117145164,3124.20730731,70.0,30-45,0.0,1029.69997966,9.0,Motorcycle_or_truck,Hightech,729.405323924,0.0,No
4672,Yellows,7.0,384.078664607,59846.4193559,Healthcare,128.026221536,No,467.4543905,Yes,Male,By_16:00,0.168941535056,0.648656318663,6.99941332452,7.0765294577,1.39503604267,4.65969419107,8458.0,95.7391355885,519.966683226,5714.47727145,64590.5136993,Yes,218513.607197,22.8027779717,541862.351389,71.3308709441,16528.7396223,80.0,45_and_up,0.0,841.812288795,16.0,Public_or_other,Industry_or_other,654.193669684,0.0,No
1396,Greys,5.0,129.398108394,19978.5307413,Healthcare,43.1327027981,No,463.187545535,Yes,,After_16:00,0.676321649225,0.262589938473,3.48958980292,6.94480874576,0.954298051074,5.69801934529,3262.0,67.702328763,618.62703247,5869.12952029,74448.7497225,Yes,214542.702338,24.8722140645,766614.7981,22.5954868132,1913.56275346,80.0,30-45,2.0,974.483058794,4.0,Motorcycle_or_truck,Public_Sector,742.799950036,1.0,No
9374,Oranges,4.0,411.92080835,57987.4541676,Education,137.306936117,No,422.319919209,Yes,Female,After_16:00,0.672330188332,0.0196673849132,5.49973673653,4.40613913815,4.76338406326,6.46106063388,7876.0,94.6735415841,589.766652221,5402.73249653,71454.7519696,Yes,178354.11416,24.2851117399,696824.944636,96.5983589413,19000.5016419,100.0,Below_30,3.0,944.630265123,15.0,Motorcycle_or_truck,Services_or_Retail,743.216572406,0.0,No
6490,Pinks,4.0,452.039125343,47425.4660493,Military,150.679708448,No,314.743548006,Yes,Male,After_16:00,0.575285905274,0.0572520901915,5.14192393748,2.02516921563,9.63489020243,0.327421731781,8242.0,15.7380313613,23.8634070847,3195.16229423,25669.7992693,Yes,99063.5010115,4.88501863709,2264.10648193,83.5953378817,22865.0542463,30.0,Below_30,0.0,453.170690448,16.0,Public_or_other,Student_or_Unemployed,800.438538542,1.0,Yes
5677,Blues,6.0,356.860249901,65253.6868513,Healthcare,118.953416634,No,548.565049227,No,Female,After_16:00,0.0868626798037,0.628800889244,0.0770854693837,8.96316840779,1.14702550229,8.71284202905,7238.0,94.4978048792,,6721.92271291,73256.5607567,Yes,300923.613233,24.8623432186,765372.634905,77.98280071,14278.8687454,80.0,45_and_up,1.0,925.963049738,16.0,Car,Student_or_Unemployed,629.568091053,3.0,No
4222,Oranges,10.0,217.252954498,58647.1344669,Financial,72.4176514993,No,809.84584908,No,Female,By_16:00,0.0101488393266,0.286388426786,1.87810115516,0.138570417184,0.51406995859,9.48253281647,8440.0,69.1783209099,841.985853838,9782.43019848,97027.1503781,Yes,655850.299272,29.0169925016,1419391.54557,41.5997686097,5326.73390018,60.0,45_and_up,3.0,1184.44364981,2.0,Motorcycle_or_truck,Services_or_Retail,691.343592903,0.0,No
6215,Yellows,5.0,228.55680882,37565.5568321,Education,76.1856029401,No,493.07947148,Yes,Female,After_16:00,0.452070249943,0.265543072019,8.49499575328,2.52926206449,7.56811650936,,6372.0,28.4932150505,609.059823824,6148.91436245,75238.9190218,Yes,243127.365195,24.6791374206,743199.155818,75.8850046899,5890.43169828,100.0,45_and_up,2.0,991.630964691,19.0,Foot_or_bicycle,Student_or_Unemployed,788.338352202,0.0,No
6522,Whites,6.0,823.376882877,38117.6225304,Military,274.458960959,No,138.882776489,Yes,Female,By_16:00,0.76500542718,0.628174912883,0.67411364289,2.88393153111,3.55230874149,8.14548764145,4180.0,65.0092638098,658.749649623,2706.32706414,63166.1638936,Yes,19288.4256054,25.6661187097,868403.483869,71.2801984977,75612.1802116,30.0,30-45,2.0,782.96263021,13.0,Car,Industry_or_other,352.399335802,0.0,Yes
5899,Greys,3.0,214.459693962,44027.1764953,Financial,71.4865646539,No,615.880434435,No,Male,After_16:00,0.21828543162,0.24089870858,5.94918588409,6.2765354896,3.68247112492,4.56000510836,6806.0,61.4735457348,577.292893789,7313.39013192,70749.2854631,Yes,379308.709519,24.0269201894,667772.915506,75.3157520667,5191.81549067,60.0,30-45,2.0,887.583964692,18.0,Car,Services_or_Retail,612.864633677,0.0,No
1153,Greys,4.0,689.245739117,119080.468344,Environment,229.748579706,No,518.307745348,No,Female,By_16:00,0.142296612961,0.499760201434,6.8641433306,6.93529776996,4.60675582755,5.27990925824,4141.0,73.3793116873,602.595262533,6388.26797855,74105.2486438,Yes,268642.918888,24.5478158404,727513.29538,2.58989441209,53024.1584565,90.0,45_and_up,3.0,965.609901472,1.0,Public_or_other,Hightech,742.886781315,1.0,No
8575,Pinks,2.0,173.778497305,55935.2129406,Military,57.9261657683,No,965.629473291,No,Male,By_16:00,0.717848055065,0.808698913315,0.646432926878,8.82990437094,1.74961368321,9.29421059322,6508.0,34.8949205596,832.155539189,11320.6058113,103278.056568,Yes,932440.279689,28.8471062533,1386823.48238,9.88394739106,3423.36684638,30.0,45_and_up,0.0,1286.58798448,4.0,Public_or_other,Student_or_Unemployed,882.170103764,1.0,Yes
529,Yellows,8.0,411.479445669,65062.0164735,Social,137.159815223,No,474.35188191,Yes,Female,By_16:00,0.648684523068,0.246487664524,5.61850646976,2.24396638805,4.74719780963,0.555314368103,7977.0,76.9869602052,659.6312677,6062.7813545,79657.3683858,Yes,225009.707872,25.6832877121,871529.55684,96.0775185376,18959.9747273,70.0,Below_30,3.0,1050.2964808,19.0,Motorcycle_or_truck,Student_or_Unemployed,818.38630336,0.0,No
56,Yellows,7.0,202.781951146,40802.0902018,Healthcare,67.5939837154,No,603.634938481,No,Male,After_16:00,0.474422142375,0.740491598379,3.6135847494,8.02248816006,5.19239976769,5.47931219451,9636.0,43.8334574457,622.831844698,7282.01307421,79711.7746836,Yes,364375.138955,24.9565992214,777305.841224,24.4805613998,4646.54061823,80.0,30-45,1.0,1047.50852698,15.0,Car,Services_or_Retail,853.192745807,0.0,No
353,Oranges,8.0,309.357706088,43659.1920746,Financial,103.119235363,No,,Yes,Female,After_16:00,0.0540493684821,0.517785139615,4.34050698066,7.24406188354,0.588751484174,7.62083168607,3699.0,43.9936849987,587.423513526,5408.70232293,71913.0511139,Yes,179255.306664,24.2368214402,691336.659061,45.9953814046,10746.6959371,60.0,Below_30,3.0,956.272237498,1.0,Foot_or_bicycle,Public_Sector,770.505044732,0.0,No
7603,Reds,1.0,634.265588281,130808.21646,Environment,211.42186276,No,618.70714198,No,Male,By_16:00,0.883682555985,0.278425041353,7.10300322389,0.958796471823,2.90268453071,6.10400825273,3286.0,20.7208244596,646.199168467,7479.46975673,78254.4180553,Yes,382798.527537,25.4204478416,836472.849238,77.9005994555,44920.6259158,90.0,Below_30,3.0,992.15568678,15.0,Motorcycle_or_truck,Public_Sector,697.411441925,2.0,No
4121,Yellows,5.0,310.989166269,35026.8054467,Environment,103.663055423,No,337.890922699,Yes,Male,By_16:00,0.311973170843,,0.420268215239,2.11276873481,2.58879826637,6.84989798116,7570.0,38.7786840321,519.53886888,4417.98696475,62487.1623928,Yes,114170.275642,22.7933952907,540849.159442,91.2722404115,10859.6921151,90.0,Below_30,1.0,831.372056795,10.0,Foot_or_bicycle,Public_Sector,659.995965065,0.0,No
548,Yellows,3.0,261.32105446,50006.741752,Financial,87.1070181533,No,574.083958011,No,Female,By_16:00,0.308996986365,0.772096431348,5.76836960157,6.24667067081,1.19358642725,6.69684089255,4064.0,75.1197267557,644.239421468,7029.31842304,81874.9178194,Yes,329572.390845,25.3818719063,831567.571644,16.3561344845,7684.73962971,60.0,Below_30,3.0,1084.53554503,15.0,Public_or_other,Industry_or_other,894.623339815,0.0,No
8871,Yellows,4.0,623.719157901,84546.439227,Education,207.906385967,No,406.656288279,Yes,Male,After_16:00,0.459035313223,0.694317749934,9.39062359976,1.40115441754,1.04289754992,3.6548368074,3623.0,25.8508519037,601.551591623,5269.66606604,68608.4679624,Yes,165369.336797,24.52654871,724735.342523,50.0687695341,43442.9717119,100.0,45_and_up,3.0,877.087794589,15.0,Car,Industry_or_other,590.051466601,2.0,No
1993,Pinks,3.0,185.440431266,50047.9581914,Other,61.8134770888,No,809.660943672,No,Female,By_16:00,0.422611130169,0.820095105562,2.72689011414,1.18621450616,5.59933996061,0.489480281249,3957.0,60.4299657745,624.088482233,9344.78640119,86417.399086,Yes,655550.843709,24.9817629929,780780.618884,33.5697716102,3892.7194269,50.0,30-45,1.0,1136.69104283,9.0,Foot_or_bicycle,Hightech,988.090628912,0.0,Yes
8764,Oranges,3.0,380.511337597,100372.003565,Social,126.837112532,No,791.345699702,No,Male,After_16:00,0.95614192076,0.984965044307,0.920746435877,8.417425144,4.47683495237,0.367002068087,9517.0,95.2986152377,856.0602855,9625.57756802,,Yes,626228.016436,29.2585079165,1467154.87242,59.1434993083,16224.4902281,70.0,Below_30,2.0,1187.13977518,17.0,Motorcycle_or_truck,Services_or_Retail,675.101896525,0.0,No
3645,Whites,2.0,397.230852926,17959.0939311,Military,132.410284309,No,135.632168036,Yes,Male,By_16:00,0.620840411168,0.400161534548,4.52496434795,2.3254878656,6.77049829857,2.63071120949,4123.0,75.9383744327,945.873408524,3248.06849741,94506.2838407,Yes,18396.0850061,30.7550550076,1790217.36661,24.9504211359,17674.893675,30.0,Below_30,0.0,1224.21155191,19.0,Foot_or_bicycle,Hightech,718.724534877,0.0,Yes
9304,Yellows,10.0,820.765994089,120752.239223,Environment,273.588664696,No,441.364189399,Yes,Female,By_16:00,0.513834284153,0.106191508239,5.38226183737,2.21226508962,9.41336322576,3.73994386522,7674.0,1.96160769556,605.686719767,5625.01533353,69983.723683,Yes,194802.347684,24.6107033578,734773.977668,33.2042698283,75134.346115,90.0,Below_30,3.0,894.158703291,1.0,Motorcycle_or_truck,Industry_or_other,609.80847312,1.0,No
589,Pinks,7.0,83.0310062093,26317.8072474,Military,27.6770020698,No,950.890821955,No,Male,After_16:00,0.887485177256,0.267541268375,8.79611012759,7.49445691938,9.61103083566,0.792498444207,7782.0,63.5761351092,943.883676315,11396.6755722,113923.743727,Yes,904193.355279,30.7226899264,1783760.97989,92.7280864445,803.69344564,30.0,Below_30,1.0,1428.23451367,9.0,Foot_or_bicycle,Hightech,967.300245585,0.0,Yes
1254,Greens,8.0,805.157339755,147740.45832,Other,268.385779918,No,550.477966325,No,Female,By_16:00,0.838312977925,0.0292908414267,7.12157751201,5.51716214977,8.61645982368,0.504687894136,9403.0,6.48158187978,515.105244113,6534.99015148,56213.56861,Yes,303025.99141,22.6959301222,531472.825759,26.9199563889,72309.3126423,50.0,45_and_up,2.0,641.403900103,16.0,Motorcycle_or_truck,Student_or_Unemployed,245.522767538,0.0,Yes
9370,Blues,3.0,399.563559998,51897.9177677,Healthcare,133.187853333,No,389.659540785,Yes,Female,By_16:00,0.921274785884,0.911148768151,6.74913196126,6.59425267717,6.31344589405,0.23283836199,5043.0,72.3397576483,573.016411868,5042.62823159,66157.6691935,Yes,151834.557725,23.9377612125,657690.586693,54.8564324621,17882.1921287,80.0,30-45,3.0,852.336030209,18.0,Car,Student_or_Unemployed,595.310610898,1.0,No
1381,Reds,5.0,96.9102979788,19746.8112613,Education,32.3034326596,No,611.291421238,No,Female,After_16:00,0.994501963025,0.995421112981,1.75653548678,3.09156696778,9.01410939405,9.23964777496,7690.0,83.0282542855,713.121968826,7539.15815003,83839.2165215,Yes,373677.201679,26.7043436322,1018420.11126,12.4733240344,1085.81519425,100.0,Below_30,1.0,1059.4064109,7.0,Motorcycle_or_truck,Public_Sector,712.934993668,1.0,No
3419,Blues,2.0,288.796033476,58251.1793878,Environment,96.265344492,No,605.110589851,No,Female,After_16:00,0.892995372415,0.364526470425,4.64605939575,5.28711853316,6.48801847594,0.866310026031,4563.0,9.85608547926,663.289605274,7377.68510906,79300.8692944,Yes,366158.82595,25.7544094336,881214.825468,50.5108168116,9373.28189466,90.0,30-45,2.0,1004.22867862,5.0,Foot_or_bicycle,Hightech,693.513949783,1.0,No
9346,Reds,1.0,623.193852127,81020.0304738,Environment,207.731284042,No,390.023249735,Yes,Male,By_16:00,0.250187797239,0.0311485829297,4.51942649204,2.82207543263,1.12300371984,8.96306308452,8925.0,52.1057475591,677.13223668,5254.49697071,79862.8655288,Yes,152118.135334,26.0217646727,918244.933037,0.190627085976,43370.0176539,90.0,45_and_up,2.0,1062.81028035,4.0,Public_or_other,Industry_or_other,828.777884735,0.0,No
8829,Whites,6.0,739.771823609,194061.564043,Military,246.59060787,No,786.978732562,No,Female,By_16:00,0.252682799706,0.800986880204,0.588944258634,9.49689080473,5.43301639613,7.15539760189,7256.0,31.3383767381,922.201201683,9714.18972898,105302.006338,Yes,619335.525504,30.3677658329,1702496.10332,2.58850858081,61063.5184974,30.0,Below_30,3.0,1303.18486238,4.0,Car,Student_or_Unemployed,789.011815214,1.0,Yes
9494,Greys,2.0,571.841031184,120297.204252,Healthcare,190.613677061,No,631.104788001,No,Male,After_16:00,0.383710608585,0.113050743937,2.6801616163,8.4854121157,8.4311921685,0.0615879590623,,26.0435175151,620.623105846,7552.29409171,75431.2959084,Yes,398293.253438,24.9123083203,771641.64755,68.1403492577,36534.1875599,80.0,30-45,2.0,948.903144598,12.0,Public_or_other,Public_Sector,654.463741073,0.0,No
9732,Reds,2.0,840.206785735,115852.897288,Financial,280.068928578,No,413.658515694,Yes,Female,After_16:00,0.818983114092,0.769774470013,6.9393653539,3.02352381404,7.5874200603,9.78006855585,3036.0,91.8251547264,705.826023518,5548.23720397,83154.5849114,Yes,171113.367606,26.5673864638,997659.031565,17.3454156378,78728.6736836,60.0,Below_30,2.0,1103.92032194,10.0,Public_or_other,Student_or_Unemployed,854.622098399,3.0,No
9414,Greys,2.0,294.629580344,64541.0371651,Environment,98.2098601145,No,657.174718403,No,Female,By_16:00,0.439757532673,0.551331923576,5.92979840701,9.35803376604,0.461471567396,8.70231989073,4980.0,80.1581369014,609.676721629,7791.10062728,75075.2793742,Yes,431878.610507,24.6916326238,744736.374573,21.6642793966,9753.38648383,90.0,30-45,2.0,943.321552416,6.0,Car,Hightech,657.79006222,0.0,No
688,Yellows,3.0,275.088140225,31125.1821837,Environment,91.6960467418,No,339.438648553,Yes,Female,After_16:00,0.767708428204,0.986574466806,4.2171813664,2.11283537326,4.93277573725,9.70983151346,8483.0,3.39477006346,564.094092076,4522.57466968,64575.4966706,Yes,115218.596132,23.750665087,637348.402526,58.224463067,8509.86103481,90.0,30-45,1.0,838.965771183,16.0,Foot_or_bicycle,Industry_or_other,,0.0,No
9623,Yellows,3.0,392.933660437,58594.0602481,Education,130.977886812,No,447.358418082,Yes,Male,By_16:00,0.118161620339,0.874426673632,6.037729932,2.80000143452,6.97335842066,8.36058194516,6137.0,32.8656409169,534.550872844,5542.68592651,64215.6208946,Yes,200129.554229,23.1203562439,572548.649647,17.4002018757,17296.1847206,100.0,30-45,1.0,826.841583013,18.0,Motorcycle_or_truck,Public_Sector,602.01991129,0.0,No
5667,Yellows,1.0,342.637318208,49791.9215979,Environment,114.212439403,No,435.958831266,Yes,Male,After_16:00,0.399053514935,0.380474939244,3.74439523323,9.39343104139,3.0362150399,3.70286068413,8593.0,85.8006867347,625.788459885,5611.16523243,73784.2956875,Yes,190060.102559,25.0157642275,784377.478784,92.7770061418,13168.6937537,90.0,,2.0,961.36894844,16.0,Car,Hightech,709.126902834,4.0,No
9426,Blues,6.0,327.117758063,42530.8526293,Financial,109.039252688,No,390.050844819,Yes,Female,After_16:00,0.130782465218,0.405049751513,5.79778872896,0.985078497324,6.48250816856,7.10213328479,7784.0,73.1288471958,542.873335102,4986.2551184,63377.9322731,Yes,152139.661544,23.2996423814,590401.975517,2.02667908743,12008.5978794,60.0,45_and_up,2.0,817.095457879,19.0,Foot_or_bicycle,Public_Sector,579.008743611,2.0,No
9163,Yellows,6.0,443.280101222,59242.2225078,Healthcare,147.760033741,No,400.935361261,Yes,Female,By_16:00,0.193169546546,0.915304131806,1.49434919236,3.59813643154,2.55720727844,2.87211859133,9494.0,80.9299560497,564.109184019,5137.57198065,65705.9817137,Yes,160749.16391,23.7509828011,637447.597735,55.852887989,21990.7876048,80.0,30-45,2.0,846.95149415,5.0,Car,Hightech,598.319384814,1.0,No
8093,Oranges,9.0,49.0315881055,7146.79761534,Education,16.3438627018,No,437.277144683,Yes,Female,By_16:00,0.297436209396,0.316498997621,4.41241986584,1.16895458195,9.54629638465,4.96344974265,5577.0,98.5574931139,594.769269566,5562.30998596,72353.0981254,Yes,191211.301262,24.3878918639,708702.064538,59.4015048351,293.465710718,100.0,Below_30,1.0,955.929733176,15.0,Car,Services_or_Retail,753.819352195,0.0,No
9790,Oranges,1.0,561.669776021,85228.9660286,Healthcare,187.223258674,No,455.226378562,Yes,Male,By_16:00,0.717619589297,0.447748522507,5.88378587971,8.3375322842,6.765054774,5.68062294042,9234.0,52.5160890073,601.779871791,5755.82352921,73994.9653639,Yes,207231.055739,24.5312020046,725530.80792,89.7156892112,35249.771847,80.0,Below_30,3.0,980.901200404,9.0,Foot_or_bicycle,Hightech,787.553355872,0.0,No
5686,Pinks,8.0,113.344107111,30486.1076558,Other,37.781369037,No,806.908495717,No,Male,After_16:00,0.200082185213,0.338177239988,8.64910071483,1.01304020733,0.706112347543,1.80700848345,6468.0,65.4566070531,622.479299083,9314.04355534,81897.9603558,Yes,651101.32046,24.9495350474,776577.08894,60.8530427562,1475.21321535,50.0,Below_30,1.0,1040.53465357,15.0,Car,Services_or_Retail,799.224869649,1.0,Yes
8670,Greys,8.0,346.133763086,79047.2042546,Financial,115.377921029,No,685.115519069,No,Female,After_16:00,0.160885906313,0.0526136099361,0.667652019765,9.28058249643,7.62268074322,8.7053628685,4262.0,14.8892932339,653.625116467,8158.40542362,79831.9493925,Yes,469383.274469,25.5660931013,855837.787195,33.2439602586,13437.4425819,60.0,45_and_up,0.0,1002.3171187,4.0,Motorcycle_or_truck,Public_Sector,691.085923955,0.0,No
1275,Yellows,9.0,295.64303208,47358.8293323,Environment,98.54767736,No,480.567686637,Yes,Female,By_16:00,0.684100702638,0.122404679656,5.29312853701,4.91479001474,9.8877986311,7.12931027869,5714.0,92.312087235,573.027809901,5951.73248617,72515.3664912,Yes,230945.30144,23.9379992878,658016.809136,85.8744519763,9820.19239041,90.0,30-45,2.0,966.031602495,12.0,Public_or_other,Industry_or_other,804.499609841,2.0,No
8644,Whites,3.0,687.867457068,187748.434631,Military,229.289152356,No,818.828246789,No,Female,After_16:00,0.423608705401,0.0353736751713,5.97778620897,7.27608687012,9.4590854249,0.038075777702,4057.0,3.79703226499,822.004082889,9832.29063367,102130.746062,Yes,670479.69774,28.6706135771,1353186.35453,97.5922281388,52812.8045404,30.0,Below_30,3.0,1309.73735222,14.0,Foot_or_bicycle,Public_Sector,976.101705885,1.0,Yes
1766,Blues,2.0,88.7981406958,18291.4831475,Healthcare,29.5993802319,No,617.968450831,No,Female,By_16:00,0.985876813531,0.600911513902,0.967565106694,1.50138065452,5.2555819531,5.96885678126,9942.0,7.77929306496,662.233296575,7504.15110146,78982.4388095,Yes,381885.006223,25.7338939256,878407.686262,0.662641250528,915.722690346,80.0,45_and_up,4.0,994.726625466,8.0,Public_or_other,Public_Sector,673.839626931,0.0,No
2669,Greys,9.0,660.92811973,95396.5645789,Environment,220.309373243,No,433.011828659,Yes,Female,After_16:00,0.755728027783,0.977164282929,7.20001459355,4.77940416196,3.8740080432,5.67590464838,5098.0,6.46882536821,600.693966618,5531.50621983,72502.0866158,Yes,187499.243759,24.5090588685,722852.336986,6.60634660162,48766.5293121,90.0,45_and_up,2.0,955.346800629,8.0,Public_or_other,Industry_or_other,742.842095614,0.0,No
4197,Greens,3.0,309.986679893,100941.946049,Other,103.328893298,No,976.89951791,No,Female,By_16:00,0.962600834435,0.845543912845,5.43003075058,9.83056717087,1.51947134407,4.96868798509,8113.0,3.26477924827,927.411169469,11623.817518,111837.727972,Yes,954332.668092,30.4534262353,1722084.52979,,10790.1890834,50.0,30-45,4.0,1389.69788715,7.0,Car,Public_Sector,914.675765671,0.0,Yes
8161,Yellows,3.0,161.272794749,19071.7179888,Education,53.7575982497,No,354.772508627,Yes,Male,By_16:00,0.147576180054,0.11998131033,8.95413008053,1.06574717211,9.90580901504,3.07496787049,4237.0,45.4342141747,581.832226531,,66329.8217704,Yes,125863.532878,24.121198696,678020.170037,23.9216292044,2953.63696783,100.0,Below_30,2.0,858.085189551,9.0,Public_or_other,Public_Sector,597.917869621,0.0,No
1365,Blues,2.0,980.131741929,188626.887172,Social,326.710580643,No,577.351632753,No,Female,After_16:00,0.728563343175,0.846938394941,8.66698424099,7.69397212425,6.01084262365,9.25891337451,3723.0,47.0941780834,648.600284547,7070.71689662,76831.9831083,Yes,333334.907842,25.4676320954,842609.791714,38.2876644144,107076.514085,70.0,45_and_up,2.0,970.366345187,7.0,Motorcycle_or_truck,Student_or_Unemployed,657.781851639,1.0,No
2807,Oranges,7.0,359.089133794,99052.5893128,Financial,119.696377931,No,827.532052553,No,Female,After_16:00,0.26568813622,0.638595000375,8.32725593587,2.16698406264,3.05923668668,5.84967997391,3252.0,79.9605395878,892.858876033,10061.0382776,102124.200071,Yes,684809.298003,29.8807442349,1595954.40947,81.4500516746,14456.9192678,60.0,30-45,1.0,1247.79239139,16.0,Public_or_other,Student_or_Unemployed,722.932395413,0.0,No
5124,Yellows,6.0,344.394722891,47380.4248363,Financial,114.798240964,No,412.72779477,Yes,Male,After_16:00,0.131037143059,0.285052469932,9.54030292109,5.05585327279,0.988868260756,3.85529008461,8995.0,77.0589433378,600.305383415,5327.88871453,68513.7879346,Yes,170344.232575,,721741.616455,56.5220544348,13303.4343693,60.0,45_and_up,2.0,874.438597383,13.0,Public_or_other,Industry_or_other,585.781945664,0.0,No
