,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
8482,173.581419375,246.016388373,642.149844501,430.074142139,0,1,0,0,0,0,0,0,0.0,0.0
8483,680.092102169,244.228852056,747.260830822,433.274031818,0,1,0,0,0,0,0,0,0.0,0.0
8484,616.874977734,677.684126174,697.362105225,12.3061678303,0,1,0,0,0,0,0,0,1.0,0.0
8485,439.07921136,267.770433333,802.326364971,192.904577078,0,0,0,0,0,1,0,0,1.0,1.0
8486,324.210457225,582.70468533,568.642231535,328.495842014,0,0,1,0,0,0,0,0,1.0,0.0
8487,451.387604761,611.242208735,642.359374062,140.525376239,1,0,0,0,0,0,0,0,1.0,0.0
8488,413.838965299,591.903773545,623.109899847,339.985881925,1,0,0,0,0,0,0,0,1.0,0.0
8489,584.835714398,671.517301306,676.621625238,30.2040561577,0,0,0,0,0,0,0,1,1.0,0.0
8490,734.808911793,481.584329624,663.647480457,72.713935695,0,0,0,0,0,0,1,0,1.0,1.0
8491,517.339600331,601.133975605,843.624772533,77.7751580994,0,0,0,0,0,0,0,1,1.0,0.0
8492,406.776036028,675.498789681,820.327614122,56.9983821185,0,0,0,0,1,0,0,0,1.0,0.0
8493,594.039709773,640.620221728,978.793542011,94.6260655325,0,0,0,0,0,1,0,0,1.0,1.0
8494,400.643342143,623.491900935,652.303944629,210.783088813,0,0,1,0,0,0,0,0,1.0,0.0
8495,508.627501575,654.999722893,324.742248103,406.617682792,1,0,0,0,0,0,0,0,0.0,0.0
8496,538.859631168,970.831707794,890.212225348,15.0742830747,0,0,0,0,0,1,0,0,1.0,1.0
8497,356.120116423,584.856175976,594.250012028,63.2020275882,1,0,0,0,0,0,0,0,1.0,0.0
8498,361.258828152,721.168872011,836.574576202,300.757913842,0,0,0,0,1,0,0,0,1.0,0.0
8499,566.743079247,702.891853101,854.501898446,544.443294501,0,0,1,0,0,0,0,0,0.0,0.0
8500,172.794679413,759.144301793,638.112028399,323.136950679,0,0,0,0,0,1,0,0,1.0,1.0
8501,513.150613104,497.811834561,898.915110001,38.0419936968,0,0,0,0,0,0,1,0,1.0,1.0
8502,614.569806033,671.473871148,666.042365046,91.7140280267,0,0,1,0,0,0,0,0,1.0,0.0
8503,475.323628104,613.859768401,796.247536226,50.4666176578,0,0,0,0,0,0,0,1,1.0,0.0
8504,404.810184192,712.313402316,838.511270854,82.6310965564,0,0,0,0,1,0,0,0,1.0,0.0
8505,303.508894204,474.845114218,878.237286125,392.402615195,0,1,0,0,0,0,0,0,0.0,1.0
8506,427.15415051,553.536958827,600.609129312,141.576364269,0,0,0,0,0,0,0,1,1.0,0.0
8507,474.495875582,610.100723222,763.321673657,80.8318260371,1,0,0,0,0,0,0,0,1.0,0.0
8508,409.915456813,561.960608346,721.841720149,144.740774056,1,0,0,0,0,0,0,0,1.0,0.0
8509,611.543491402,698.216306844,870.955619719,455.598556218,0,0,1,0,0,0,0,0,0.0,1.0
8510,8.1572038328,130.304548043,497.305448332,523.656753263,0,0,1,0,0,0,0,0,0.0,0.0
8511,547.450117436,625.790271375,693.546025996,269.856986488,0,1,0,0,0,0,0,0,1.0,0.0
8512,301.48228942,545.737644305,863.335617444,403.765663408,0,0,0,0,1,0,0,0,0.0,1.0
8513,595.67952931,653.168928419,661.445427712,39.9167284443,0,0,1,0,0,0,0,0,1.0,0.0
8514,375.372127265,589.482956197,648.388258759,221.724591093,0,1,0,0,0,0,0,0,1.0,0.0
8515,997.465447388,963.905640179,972.682094782,40.9756873696,0,0,0,0,0,0,1,0,1.0,1.0
8516,632.379595305,547.755872831,637.335996837,28.4742070904,0,0,0,0,0,1,0,0,1.0,1.0
8517,462.719368847,646.449465764,729.990447359,252.974522308,0,1,0,0,0,0,0,0,1.0,0.0
8518,612.665104913,850.308337572,653.929443402,127.207351417,0,0,0,1,0,0,0,0,1.0,1.0
8519,540.806528162,593.129505353,748.680086891,71.8235659708,0,0,0,0,0,0,0,1,1.0,0.0
8520,134.321438404,828.522725065,725.009398663,517.836182548,0,0,0,0,0,0,0,1,0.0,0.0
8521,791.682102008,838.6891964,704.580827315,59.0391914329,0,0,0,0,0,0,0,1,1.0,0.0
8522,601.191484478,660.268440062,689.098334298,67.5802401484,1,0,0,0,0,0,0,0,1.0,0.0
8523,430.851195501,578.816899179,732.262686915,336.863460754,0,0,0,0,1,0,0,0,1.0,0.0
8524,588.550534546,658.259687591,713.616225929,54.0786608928,0,0,0,0,0,0,0,1,1.0,0.0
8525,331.862586451,760.073631719,526.353950968,-66.6565795985,0,0,0,0,1,0,0,0,0.0,1.0
8526,772.137964112,319.63583082,623.136189805,256.42853949,0,0,0,0,0,0,1,0,1.0,1.0
8527,610.297923012,579.200356143,646.396509161,47.0457147734,0,1,0,0,0,0,0,0,1.0,0.0
8528,593.475843231,655.273215812,695.463417082,166.97094542,0,0,0,0,1,0,0,0,1.0,0.0
8529,316.088460136,529.081619894,548.959543926,-15.1704019001,0,1,0,0,0,0,0,0,0.0,1.0
8530,461.746493387,613.265035963,750.009517024,69.4942511339,1,0,0,0,0,0,0,0,1.0,0.0
8531,619.283214077,196.128756041,953.149111715,105.265488389,0,0,0,0,0,1,0,0,1.0,1.0
8532,558.327638566,606.571134068,648.736379526,35.9362206465,0,0,1,0,0,0,0,0,1.0,0.0
8533,426.24864386,582.726063356,745.896669196,35.4006778113,0,0,1,0,0,0,0,0,1.0,0.0
8534,579.233973632,256.498024159,372.151906285,366.959640542,0,0,1,0,0,0,0,0,0.0,0.0
8535,968.002840223,757.702169707,975.858400512,204.321343739,0,0,0,0,0,1,0,0,1.0,1.0
8536,590.924915024,570.230428273,633.727801419,68.9622915027,0,0,0,0,0,0,0,1,1.0,0.0
8537,633.549615256,632.741906655,682.655624931,254.416057657,0,0,0,0,0,0,0,1,1.0,0.0
8538,906.199908815,960.238528404,989.996994031,132.127058389,0,0,0,0,0,1,0,0,1.0,1.0
8539,394.269097119,568.684988783,583.209115307,302.125035193,0,0,0,0,0,0,0,1,1.0,0.0
8540,580.106141836,667.921114225,727.480651397,140.632835485,1,0,0,0,0,0,0,0,1.0,0.0
8541,496.198048226,615.439549415,627.203473399,70.7927538868,0,0,0,0,0,0,0,1,1.0,0.0
8542,695.240884088,756.440789219,726.628654921,208.085501393,0,0,0,0,0,1,0,0,1.0,1.0
8543,354.133095453,695.77189938,577.616839973,471.765566059,0,0,1,0,0,0,0,0,0.0,1.0
8544,396.077488342,570.234632758,588.321961499,207.447723937,0,0,1,0,0,0,0,0,1.0,0.0
8545,145.094468724,913.661683564,906.578701149,132.829848268,0,0,0,1,0,0,0,0,1.0,1.0
8546,586.090986525,647.414141453,686.403955097,330.306500756,1,0,0,0,0,0,0,0,1.0,0.0
8547,698.334467894,731.562847511,555.167405122,-25.9214455175,1,0,0,0,0,0,0,0,0.0,1.0
8548,353.263398314,603.45374198,615.041297786,54.3406808204,0,0,0,0,0,0,0,1,1.0,0.0
8549,363.806965121,571.192731471,595.19121732,149.08799457,1,0,0,0,0,0,0,0,1.0,0.0
8550,627.868471647,615.526625332,639.181978134,160.736170816,0,0,1,0,0,0,0,0,1.0,0.0
8551,605.693401156,671.696817938,713.878816981,51.1010057393,0,1,0,0,0,0,0,0,1.0,0.0
8552,414.514345912,714.089428528,261.4828615,628.141378264,1,0,0,0,0,0,0,0,0.0,0.0
8553,517.559842014,291.342361092,43.3748239521,528.053543331,1,0,0,0,0,0,0,0,0.0,0.0
8554,388.841699343,534.566655816,593.976872653,144.753026875,1,0,0,0,0,0,0,0,1.0,0.0
8555,457.311272227,616.691622127,748.764556994,157.386458503,0,1,0,0,0,0,0,0,1.0,0.0
8556,938.397183094,949.339142162,251.620743889,122.551785844,0,0,0,1,0,0,0,0,1.0,1.0
8557,371.564813213,671.692826713,848.705923794,94.7617329342,0,0,1,0,0,0,0,0,1.0,0.0
8558,434.394081843,699.840895426,859.973572687,267.24182631,0,0,0,0,1,0,0,0,1.0,0.0
8559,393.38784126,699.534082158,865.647147053,162.252522283,0,0,0,0,1,0,0,0,1.0,0.0
8560,641.554066267,708.044867903,736.240896343,276.157221091,0,0,0,0,1,0,0,0,1.0,0.0
8561,416.513741579,591.51586627,582.182673525,74.3852981071,0,0,1,0,0,0,0,0,1.0,0.0
8562,729.983138127,921.130935748,666.643128963,80.8385224602,0,0,0,1,0,0,0,0,1.0,1.0
8563,895.634834344,782.650671666,849.492817403,12.6358317404,0,0,0,0,0,1,0,0,1.0,1.0
8564,548.797680675,605.841722607,668.801776858,55.6383113397,0,0,1,0,0,0,0,0,1.0,0.0
8565,541.75318752,631.36582021,891.338454612,35.2220910928,1,0,0,0,0,0,0,0,1.0,0.0
8566,584.026027763,691.975296252,696.512327053,196.302948625,0,0,1,0,0,0,0,0,1.0,0.0
8567,387.056380655,584.810279198,568.283936663,21.3652503879,1,0,0,0,0,0,0,0,1.0,0.0
8568,615.771520091,323.886073577,2.477117377,346.228309835,1,0,0,0,0,0,0,0,0.0,0.0
8569,269.778410035,532.495721398,823.393463295,25.2681507796,0,0,0,0,1,0,0,0,0.0,1.0
8570,600.676011617,621.239409751,585.89899214,23.088056562,0,0,0,1,0,0,0,0,1.0,1.0
8571,507.819305389,572.225031772,813.376279899,70.0166913884,0,0,1,0,0,0,0,0,1.0,0.0
8572,370.498507078,652.578641352,848.049826301,37.6001181817,0,0,1,0,0,0,0,0,1.0,0.0
8573,389.134185492,625.853705269,610.047670776,59.3004764192,0,0,0,0,1,0,0,0,1.0,0.0
8574,432.462476892,472.523256404,958.637863175,132.087387185,0,0,0,0,0,1,0,0,1.0,1.0
8575,371.897826705,662.576971572,829.774704586,202.406150068,0,0,0,0,0,0,0,1,1.0,0.0
8576,433.859538746,344.799462473,464.396695363,214.675817115,0,0,0,0,0,1,0,0,1.0,1.0
8577,320.497285333,832.530261174,162.984666902,490.31357727,0,0,0,0,1,0,0,0,0.0,0.0
8578,981.558469379,549.873109907,699.068668686,98.0789813425,0,0,0,0,0,0,1,0,1.0,1.0
8579,411.589376447,528.997168689,811.496194098,198.104768237,0,1,0,0,0,0,0,0,1.0,0.0
8580,464.902689196,592.362963233,750.438806271,298.911493773,1,0,0,0,0,0,0,0,1.0,0.0
8581,412.664648983,546.975693855,587.294792644,197.510914991,0,1,0,0,0,0,0,0,1.0,0.0
8582,414.418067685,687.176505854,823.189554098,75.6775620942,1,0,0,0,0,0,0,0,1.0,0.0
8583,385.199023842,575.311014668,628.400330057,55.231269853,1,0,0,0,0,0,0,0,1.0,0.0
8584,973.223632873,787.492829931,133.703154046,284.681925163,0,0,0,0,0,0,1,0,1.0,1.0
8585,974.541233235,774.092075415,994.961787122,202.866728311,0,0,0,0,0,0,1,0,1.0,1.0
8586,441.339339733,571.245486222,691.381771306,188.56351321,0,1,0,0,0,0,0,0,1.0,0.0
8587,576.036197203,614.154867605,710.836436863,115.856034112,0,0,0,0,1,0,0,0,1.0,0.0
8588,210.156347769,694.786373233,182.761378819,45.2126590316,0,0,0,0,0,0,1,0,1.0,1.0
8589,609.254870132,693.716514419,736.588816331,165.741873139,0,0,0,0,0,0,0,1,1.0,0.0
8590,418.523844466,545.309483828,551.436774123,53.3632800239,0,1,0,0,0,0,0,0,1.0,0.0
8591,993.578739645,989.354626741,997.060341919,165.789878137,0,0,0,0,0,0,1,0,1.0,1.0
8592,354.13192244,524.977520381,619.627255217,534.109509157,0,0,1,0,0,0,0,0,0.0,0.0
8593,590.3528024,640.782396146,656.958345777,130.425588846,1,0,0,0,0,0,0,0,1.0,0.0
8594,672.543287543,812.372367612,479.972394649,179.159606194,0,0,0,0,0,0,1,0,1.0,1.0
8595,399.21685911,583.399334016,659.780008013,247.752033931,0,1,0,0,0,0,0,0,1.0,0.0
8596,435.409500092,618.143340601,557.476596204,222.958792705,0,0,0,0,0,0,0,1,1.0,0.0
8597,384.933644832,578.105345141,643.330193472,43.8172011857,0,1,0,0,0,0,0,0,1.0,0.0
8598,810.751745379,490.720075298,201.525317459,377.360801155,0,0,0,0,0,0,0,1,0.0,0.0
8599,341.551269326,746.272346625,865.809036165,219.542528488,0,0,1,0,0,0,0,0,1.0,0.0
8600,582.077616068,625.626239582,653.833004555,31.6390202876,0,0,1,0,0,0,0,0,1.0,0.0
8601,738.511892986,28.1455927963,577.835466385,146.399646567,0,0,0,0,0,0,1,0,1.0,1.0
8602,416.592773111,702.942260643,845.827835536,109.281526298,0,1,0,0,0,0,0,0,1.0,0.0
8603,534.003083648,633.715997689,809.743079052,26.8429576815,1,0,0,0,0,0,0,0,1.0,0.0
8604,380.504499455,560.495319188,598.350857069,108.107911308,1,0,0,0,0,0,0,0,1.0,0.0
8605,524.113546305,649.231467865,825.247353071,70.97570574,1,0,0,0,0,0,0,0,1.0,0.0
8606,565.32654254,658.330279827,695.082686985,322.847524279,1,0,0,0,0,0,0,0,1.0,0.0
8607,662.469299291,548.941898625,803.01498218,102.52632344,0,0,0,0,0,1,0,0,1.0,1.0
8608,390.347862108,571.647354171,603.051717522,193.055810283,0,0,1,0,0,0,0,0,1.0,0.0
8609,367.049929437,702.184752461,871.000952943,331.333769682,0,1,0,0,0,0,0,0,1.0,0.0
8610,158.618706204,759.524639251,258.996465468,549.050915299,0,0,1,0,0,0,0,0,0.0,0.0
8611,613.972585646,657.67814996,664.194103224,176.254977628,0,1,0,0,0,0,0,0,1.0,0.0
8612,375.805857945,605.752100188,599.682269586,11.5932041453,0,0,0,0,1,0,0,0,1.0,0.0
8613,394.882984512,635.799459764,642.912057695,17.3992690534,0,0,0,0,1,0,0,0,1.0,0.0
8614,438.184328283,607.214392275,650.820836971,257.640916801,0,0,1,0,0,0,0,0,1.0,0.0
8615,401.132985584,559.969321204,586.216803823,162.471845143,1,0,0,0,0,0,0,0,1.0,0.0
8616,397.724660618,587.261975226,700.715445318,339.516547387,0,0,0,0,0,0,0,1,1.0,0.0
8617,413.77611652,638.014810475,658.272904812,41.5194835095,0,1,0,0,0,0,0,0,1.0,0.0
8618,421.253564422,599.826175136,634.127598024,57.3413462301,0,1,0,0,0,0,0,0,1.0,0.0
8619,990.250095652,639.130198862,993.402630309,126.895541453,0,0,0,0,0,1,0,0,1.0,1.0
8620,282.955488256,742.122228076,615.541531745,16.3708567694,1,0,0,0,0,0,0,0,0.0,1.0
8621,966.223153231,920.866560191,969.266860735,126.173461728,0,0,0,0,0,0,1,0,1.0,1.0
8622,373.916491394,702.108219413,854.625827229,215.298564846,0,1,0,0,0,0,0,0,1.0,0.0
8623,582.091569674,629.264473622,655.224823727,182.855100267,0,1,0,0,0,0,0,0,1.0,0.0
8624,406.015079628,570.490827637,748.190072438,195.001914615,0,0,0,0,1,0,0,0,1.0,0.0
8625,809.70578556,579.682399519,917.752171169,115.034417842,0,0,0,0,0,1,0,0,1.0,1.0
8626,395.288462716,563.433227498,628.194871847,243.292295453,1,0,0,0,0,0,0,0,1.0,0.0
8627,582.198997384,693.538750307,729.0694239,142.233307431,0,1,0,0,0,0,0,0,1.0,0.0
8628,782.092460036,902.133366508,780.695622554,292.441286041,0,0,0,1,0,0,0,0,1.0,1.0
8629,691.938065343,789.513892037,653.496625833,233.942556912,0,0,0,0,0,0,1,0,1.0,1.0
8630,133.694019677,11.2021169477,823.033858064,371.107772097,0,0,1,0,0,0,0,0,0.0,0.0
8631,756.280335567,704.889637716,311.968810534,486.661865843,0,0,0,0,0,0,0,1,0.0,0.0
8632,599.332618401,658.222079879,673.373937796,45.8810149789,0,0,1,0,0,0,0,0,1.0,0.0
8633,376.630150317,559.470437524,545.862448153,75.0427316883,0,0,0,0,1,0,0,0,1.0,0.0
8634,462.577200793,592.158811304,795.5851196,333.937026211,0,0,0,0,1,0,0,0,1.0,0.0
8635,418.298755498,717.351523044,851.965389606,54.0735774215,0,1,0,0,0,0,0,0,1.0,0.0
8636,415.653914837,699.557515795,847.180992943,81.8900173495,1,0,0,0,0,0,0,0,1.0,0.0
8637,390.284424871,590.763097864,604.819013668,44.0992069352,0,0,0,0,1,0,0,0,1.0,0.0
8638,742.192594489,363.624299876,842.953650982,168.645225574,0,0,0,0,0,0,1,0,1.0,1.0
8639,430.389312877,588.079499449,754.30192769,41.0614009789,0,1,0,0,0,0,0,0,1.0,0.0
8640,456.389407994,646.008022974,792.808766723,450.967214746,0,0,0,0,1,0,0,0,0.0,0.0
8641,513.221727532,515.180523412,788.948692652,21.3687068831,0,0,0,0,0,0,0,1,1.0,0.0
8642,169.860028662,946.863972694,664.198571236,194.569583773,0,0,0,0,0,1,0,0,1.0,1.0
8643,729.142665863,733.899186971,731.279710262,154.767867852,0,0,0,0,0,1,0,0,1.0,1.0
8644,413.053126681,743.06635334,810.097735641,197.885791649,1,0,0,0,0,0,0,0,1.0,0.0
8645,499.489747414,620.366254021,820.550996368,38.0325377183,0,0,0,0,0,0,0,1,1.0,0.0
8646,797.767279632,877.896086011,724.401872025,219.032999263,0,0,0,0,1,0,0,0,1.0,0.0
8647,327.987752242,785.502186292,601.780782316,536.159687454,1,0,0,0,0,0,0,0,0.0,1.0
8648,949.686578615,924.144508475,831.260845531,208.749488265,0,0,0,1,0,0,0,0,1.0,1.0
8649,657.112374029,699.875710922,732.283500096,52.8867718958,0,0,1,0,0,0,0,0,1.0,0.0
8650,627.304088046,580.935747504,661.448305201,73.9322246784,1,0,0,0,0,0,0,0,1.0,0.0
8651,393.246742574,691.955997434,839.807066736,108.6024373,0,0,1,0,0,0,0,0,1.0,0.0
8652,430.332302343,510.479900528,789.56710508,721.791899846,0,0,0,0,0,0,0,1,0.0,0.0
8653,211.277177616,393.131798738,27.8705214765,404.211403806,0,1,0,0,0,0,0,0,0.0,0.0
8654,246.430064328,654.483413465,491.525854597,687.819343247,0,1,0,0,0,0,0,0,0.0,0.0
8655,347.903096679,566.415965787,599.962852727,297.856830878,0,1,0,0,0,0,0,0,1.0,0.0
8656,428.758102201,587.655521478,610.951318942,211.97386183,0,0,0,0,1,0,0,0,1.0,0.0
8657,494.914471055,579.356368125,801.354300004,182.637508746,0,1,0,0,0,0,0,0,1.0,0.0
8658,718.033797105,224.740492313,171.165669096,535.908937483,1,0,0,0,0,0,0,0,0.0,0.0
8659,435.381985165,571.881177715,772.54153114,153.821818828,1,0,0,0,0,0,0,0,1.0,0.0
8660,632.647120289,403.992107604,973.833244235,16.6501305204,0,0,0,0,0,1,0,0,1.0,1.0
8661,402.39615383,579.234112526,619.407551078,178.363112156,0,1,0,0,0,0,0,0,1.0,0.0
8662,575.33329848,632.118360482,858.67681632,163.503834126,1,0,0,0,0,0,0,0,1.0,0.0
8663,189.861777338,136.776632765,930.372684765,406.840005752,0,1,0,0,0,0,0,0,0.0,0.0
8664,585.948062163,648.506749176,695.837714131,54.7144942895,0,0,0,0,1,0,0,0,1.0,0.0
8665,615.093853998,638.922399172,664.359131981,217.979004911,1,0,0,0,0,0,0,0,1.0,0.0
8666,385.988008124,711.277243358,810.129338084,73.1732921594,0,1,0,0,0,0,0,0,1.0,0.0
8667,606.451677258,665.219590275,672.646578228,107.461208057,0,0,0,0,1,0,0,0,1.0,0.0
8668,452.948044687,612.590987498,734.456693791,63.7922390075,0,1,0,0,0,0,0,0,1.0,0.0
8669,395.660056195,579.313484106,642.765365972,138.368525245,0,1,0,0,0,0,0,0,1.0,0.0
8670,575.289754327,629.016162668,683.199872538,139.872675652,0,1,0,0,0,0,0,0,1.0,0.0
8671,365.415514598,715.129840477,832.721858782,174.952967313,0,1,0,0,0,0,0,0,1.0,0.0
8672,356.249367937,545.8133154,613.618615454,156.361141676,0,0,0,0,1,0,0,0,1.0,0.0
8673,402.173261493,590.713404254,589.030471746,188.457185831,0,1,0,0,0,0,0,0,1.0,0.0
8674,420.891739383,563.537139634,751.617070978,137.796262805,1,0,0,0,0,0,0,0,1.0,0.0
8675,594.207983755,650.94605486,665.689897476,79.5959086246,1,0,0,0,0,0,0,0,1.0,0.0
8676,380.430386754,539.017229685,760.239535308,102.3850999,0,1,0,0,0,0,0,0,1.0,0.0
8677,450.495945936,625.972720392,663.585435941,56.3436620733,0,0,1,0,0,0,0,0,1.0,0.0
8678,821.877445693,870.562613473,691.483875579,28.7113888527,0,0,0,0,1,0,0,0,1.0,0.0
8679,45.8179999199,708.270690974,495.029044525,347.418994046,0,1,0,0,0,0,0,0,0.0,0.0
8680,748.554187045,636.908768105,515.312249074,89.4983357531,0,0,0,0,0,0,1,0,1.0,1.0
8681,564.968717758,650.598550759,814.96895622,43.4454441691,1,0,0,0,0,0,0,0,1.0,0.0
8682,563.658197054,640.8092893,667.931558905,134.952847668,0,0,0,0,0,0,0,1,1.0,0.0
8683,608.262967718,706.440886023,533.925500397,-39.160162037,0,1,0,0,0,0,0,0,0.0,1.0
8684,391.681084489,699.040427526,811.080926152,213.332114038,0,1,0,0,0,0,0,0,1.0,0.0
8685,800.591278123,822.548908306,846.15713548,110.684447746,0,0,0,1,0,0,0,0,1.0,1.0
8686,457.168445457,562.461384997,567.359599297,114.079867978,1,0,0,0,0,0,0,0,1.0,0.0
8687,578.321722657,652.838781732,703.884423678,87.2840811437,0,1,0,0,0,0,0,0,1.0,0.0
8688,832.802712169,332.618308719,654.293581761,14.6263258856,0,0,0,0,0,0,1,0,1.0,1.0
8689,574.457526426,655.442277194,632.192808971,164.830564326,0,0,0,0,1,0,0,0,1.0,0.0
8690,603.47076146,652.099541752,696.803566461,234.028838882,0,0,0,0,0,0,0,1,1.0,0.0
8691,850.322552836,899.624218546,429.129809607,96.0819911523,0,0,0,1,0,0,0,0,1.0,1.0
8692,294.8471662,31.4437318815,18.290926575,636.241712574,0,0,0,0,0,0,0,1,0.0,0.0
8693,483.148453107,744.109838556,374.233902665,156.383316147,0,0,0,0,0,0,1,0,1.0,1.0
8694,425.314196951,597.761564694,607.933682297,56.2397719502,0,0,1,0,0,0,0,0,1.0,0.0
8695,405.268999631,569.505339688,583.474468018,155.778795197,0,0,1,0,0,0,0,0,1.0,0.0
8696,449.840916349,626.169455644,647.315424317,141.284591381,0,0,0,0,1,0,0,0,1.0,0.0
8697,406.028662882,721.940139412,901.576855643,228.746060123,0,0,0,0,1,0,0,0,1.0,0.0
8698,588.702345733,909.038708715,875.549932141,177.455298882,0,0,0,1,0,0,0,0,1.0,1.0
8699,456.98179752,577.462912709,672.880969392,210.144178622,0,0,1,0,0,0,0,0,1.0,0.0
8700,308.798462502,557.910177663,548.008874229,84.3235264033,0,0,0,0,0,0,0,1,1.0,0.0
8701,452.087626759,591.916724116,621.377254856,318.388266362,0,0,1,0,0,0,0,0,1.0,0.0
8702,467.446072757,59.2148171657,374.352044972,563.199222149,0,1,0,0,0,0,0,0,0.0,0.0
8703,483.010405096,636.825356676,736.004296808,172.483989387,0,0,1,0,0,0,0,0,1.0,0.0
8704,816.303270626,523.03750813,570.803297445,150.56070046,0,0,0,0,0,0,1,0,1.0,1.0
8705,299.739102869,321.839378823,478.892647175,546.91734831,1,0,0,0,0,0,0,0,0.0,0.0
8706,370.582010305,660.380142023,860.204289015,73.7169332574,1,0,0,0,0,0,0,0,1.0,0.0
8707,602.214728083,625.777311195,689.49710388,114.695964826,1,0,0,0,0,0,0,0,1.0,0.0
8708,389.121673721,699.615176129,846.659991824,90.1310869319,0,1,0,0,0,0,0,0,1.0,0.0
8709,331.111593172,978.523453224,988.508012149,321.160603258,0,0,0,1,0,0,0,0,1.0,1.0
8710,626.601916538,674.463903228,743.216405474,238.594910746,1,0,0,0,0,0,0,0,1.0,0.0
8711,672.784436967,659.261013262,675.921289773,27.4437086597,0,1,0,0,0,0,0,0,1.0,0.0
8712,911.953918403,932.796520034,989.413762409,132.110405873,0,0,0,1,0,0,0,0,1.0,1.0
8713,338.709150626,616.217993288,680.288551554,47.6544310344,0,0,0,0,0,0,0,1,1.0,0.0
8714,648.339081944,114.303389797,147.232340172,80.1021540995,0,0,0,0,0,0,1,0,1.0,1.0
8715,471.020268535,583.056549333,714.476047934,147.608372561,1,0,0,0,0,0,0,0,1.0,0.0
8716,418.330063699,610.568970724,624.287361752,316.462153761,0,0,0,0,0,0,0,1,1.0,0.0
8717,309.794930928,553.008278238,555.168478697,137.426685561,0,0,1,0,0,0,0,0,1.0,0.0
8718,393.132262666,517.86439952,561.959944894,340.79160461,0,0,1,0,0,0,0,0,1.0,0.0
8719,421.964651189,564.861253989,604.725519302,90.0336637745,1,0,0,0,0,0,0,0,1.0,0.0
8720,760.408026476,683.806935737,378.405793668,567.117586777,1,0,0,0,0,0,0,0,0.0,0.0
8721,341.514743593,556.284799438,587.670539315,96.5165603463,0,0,0,0,0,0,0,1,1.0,0.0
8722,590.025208388,660.019402047,677.75831492,143.727653072,0,0,1,0,0,0,0,0,1.0,0.0
8723,540.314685826,627.148731382,850.481451408,86.4503816764,0,0,0,0,1,0,0,0,1.0,0.0
8724,921.499149874,954.476609761,972.500920689,63.408277843,0,0,0,1,0,0,0,0,1.0,1.0
8725,700.295882,460.135694593,841.047578616,210.039095023,0,0,0,0,0,0,1,0,1.0,1.0
8726,688.194821587,108.282788657,663.585495723,80.6442944096,0,0,0,0,0,0,1,0,1.0,1.0
8727,234.389346639,220.263194526,970.849465526,165.021639756,0,0,0,0,0,0,1,0,1.0,1.0
8728,524.002033048,615.214211509,750.572566201,286.985561967,0,0,1,0,0,0,0,0,1.0,0.0
8729,950.001660967,992.395391093,968.771035605,45.3769867054,0,0,0,0,0,1,0,0,1.0,1.0
8730,338.218616629,212.099828757,984.430636872,114.20906098,0,0,0,0,0,1,0,0,1.0,1.0
8731,419.220533382,576.673575098,643.624821462,50.9595345096,1,0,0,0,0,0,0,0,1.0,0.0
8732,449.326688064,575.828927822,879.196688427,342.705395593,0,1,0,0,0,0,0,0,1.0,0.0
8733,650.883821158,610.288556309,667.545225264,341.032610861,0,0,1,0,0,0,0,0,1.0,0.0
8734,390.436769554,625.967332365,665.905937052,258.827038972,0,0,0,0,0,0,0,1,1.0,0.0
8735,370.704271726,683.150449248,846.445874537,93.9844232554,1,0,0,0,0,0,0,0,1.0,0.0
8736,543.943138941,576.851626534,804.851815555,152.234493695,0,0,0,0,0,0,0,1,1.0,0.0
8737,670.855265809,858.286704205,680.631909119,229.038637632,0,0,0,1,0,0,0,0,1.0,1.0
8738,236.928445304,727.506449171,576.291685001,360.604740429,0,0,1,0,0,0,0,0,0.0,0.0
8739,418.556394769,587.534287223,683.799929265,127.078968049,0,0,0,0,0,0,0,1,1.0,0.0
8740,594.837476429,720.54428981,837.718032156,-75.6415253168,0,1,0,0,0,0,0,0,0.0,1.0
8741,475.081293642,620.753608039,758.776254571,29.2843888735,0,0,0,0,1,0,0,0,1.0,0.0
8742,965.57502116,287.209102651,657.496223268,310.406208236,0,0,0,0,0,0,1,0,1.0,1.0
8743,603.796528907,662.432272241,699.92927859,186.454878339,0,0,0,0,0,0,0,1,1.0,0.0
8744,948.60104916,825.254022609,961.745884221,50.4635710342,0,0,0,0,0,1,0,0,1.0,1.0
8745,395.152055323,541.159257407,609.815733296,36.2211245783,0,0,0,0,0,0,0,1,1.0,0.0
8746,937.852291157,481.325444471,408.742792206,303.409138327,0,0,0,0,0,0,1,0,1.0,1.0
8747,605.532079013,593.688209582,623.80288199,146.196529516,0,0,0,0,1,0,0,0,1.0,0.0
8748,615.70375758,420.834917018,435.785418001,643.575172058,0,1,0,0,0,0,0,0,0.0,0.0
8749,810.130772615,196.934348438,248.570605088,170.731408265,0,0,0,0,0,0,1,0,1.0,1.0
